,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff,sensitivity_CI_diff_impact,specificity_CI_diff_impact,sort_on_sensitivity,sort_on_specificity,sort_on_balanced,sort_on_sensitivity_impact,sort_on_specificity_impact
307,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q40-60,21,0.8,1.0,1.0,1.0,4,0.9696969696969697,1.0,0.9949492366205319,True,0.8677218312746247,0.9411764705882353,0.9,17,0.7940927857921769,16,0.28358206388191054,0.7040036015459947,16,1,1.0,4,0.5238675904790228,5,0,3,,q60-80,,q60-80,,,,,q40-60,,-0.8064364728206473,-0.8518032293705794,-0.5878349874861576,-0.7142857142857145,0,0,1348,1038,1469,,
308,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q60-80,20,1.0,0.9218033641198339,1.0,0.8333333333333334,2,0.9090909090909091,0.9642149168784279,1.0,True,0.5773502691896257,1.0,0.9166666666666667,15,0.5858225086052238,15,0.15811388300839305,0.828088357401177,18,0,0.8333333333333334,5,0.0,2,3,3,,q60-80,,q60-80,,,,,q60-80,,-0.7616642750789999,-0.7931027363500112,-0.6620879940226517,-1.8765008734867932,0,0,1124,1135,1409,,
309,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q00-20,35,1.0,0.0,,0.0,34,,0.975,1.0,True,0.0,,,0,0.0,0,0.8971820757409873,,1,0,0.0,35,0.0,34,1,3,,q00-20,,q00-20,,,,,q00-20,,-0.8568282574629104,-1.0,,,0,0,487,584,497,,
310,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,q00-20,,q00-20,,,,,q20-40,,-0.7570850580192285,,,,0,0,1473,1122,1033,,
311,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q60-80,21,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.025000000000000022,,20,0,1.0,1,0.0,1,0,3,,q80-100,,q80-100,,,,,,q60-80,-1.0,-0.8144769013546542,-1.0,,0,0,1363,1116,1497,,
312,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q80-100,37,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,37,0.9051094125850101,37,,,37,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,,,,,q80-100,,-0.9284092898858648,,,0,0,915,1004,576,,
313,mean_compactness:q60-80  mean_concavity:q60-80  mean_texture:q60-80,23,1.0,1.0,1.0,0.9473684210526315,4,0.972972972972973,0.9986683711958152,1.0,True,0.870571500132014,1.0,0.9736842105263157,18,0.7397193458047858,18,0.3976353643835142,0.9221062109331566,19,0,0.9473684210526315,5,0.6604069512928726,4,1,3,,q60-80,,q60-80,,,,,,q60-80,-0.8662921414218226,-0.8221097879679279,-1.2879735868826374,-1.5501026683963668,0,0,1062,1033,1399,,
314,mean_compactness:q00-20  mean_concavity:q00-20  mean_texture:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,q00-20,,q00-20,,,,,,q00-20,-0.843409728114268,,,,0,0,1357,1008,914,,
315,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_perimeter:q60-80,22,0.3333333333333333,1.0,0.9933273307566755,1.0,1,0.9500000000000001,1.0,0.9057006759492866,True,0.5491696473652761,0.9047619047619048,0.6666666666666667,21,0.823533088192828,19,0.008403758659612647,0.34000600257665753,19,2,1.0,1,0.0,3,0,3,,q80-100,,,q80-100,q60-80,,,,,-0.9340438747881883,-1.0,-1.0,-0.8054593376610557,0,0,1329,982,1345,,
316,mean_compactness:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q60-80,,,q00-20,q80-100,,,,,,-0.9564465677683354,,,0,0,1470,1558,1127,,
317,mean_compactness:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q60-80,,,q00-20,,q80-100,,,,,-0.9564465677683354,,,0,0,1474,1562,1129,,
318,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,39,0.8,1.0,1.0,0.9705882352941176,4,0.9705882352941176,0.9992556357652834,0.9949492366205319,True,0.7705882352941177,0.9705882352941176,0.8852941176470589,34,0.8467323304396823,33,0.28358206388191054,0.6871897170830241,34,1,0.9705882352941176,5,0.0,5,1,3,,q80-100,,,q80-100,,,q80-100,,,-0.8943114610825207,-1.1588145545097002,-0.7650016682441434,-0.8194678806746422,0,0,587,478,879,,
319,mean_compactness:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,3,,q00-20,,,q00-20,,,q00-20,,,-1.3566240493151442,-1.0,-1.0,-1.0,0,0,636,712,1006,,
320,mean_compactness:q00-20  mean_fractal_dimension:q20-40  mean_smoothness:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,q00-20,,,q20-40,,,q00-20,,,-0.6964022823665172,,,,0,0,1577,1230,1130,,
321,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,43,0.875,0.9487009840225973,1.0,0.9714285714285714,7,0.9714285714285714,0.9992768956236334,0.9968402764687477,True,0.8464285714285714,0.9714285714285714,0.9232142857142858,35,0.8508279203435682,34,0.4734903291248362,0.7975573332355901,35,1,0.9714285714285714,8,0.5116353178540377,8,1,3,,q80-100,,,q80-100,,,,q80-100,,-1.0,-0.9490128912577955,-0.7795932684386829,-1.0791669644479953,0,0,542,452,857,,
322,mean_compactness:q00-20  mean_fractal_dimension:q00-20  mean_symmetry:q00-20,21,1.0,1.0,1.0,0.6666666666666666,18,0.8,0.9915962413403874,1.0,True,0.7947194142390263,1.0,0.8333333333333333,2,0.09429932405071303,2,0.8146980318621477,0.5066726692433243,3,0,0.6666666666666666,19,0.0,18,1,3,,q00-20,,,q00-20,,,,q00-20,,-1.4047656628858036,-1.0297709008550469,-1.0,-1.0802086166636569,0,0,1043,1083,1416,,
323,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_texture:q80-100,21,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.15811388300839305,,19,0,1.0,2,0.0,2,0,3,,q80-100,,,q80-100,,,,,q80-100,-1.0,-0.9129055048864535,-1.0,,0,0,1331,1108,1485,,
324,mean_compactness:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,q80-100,,,,,-1.0,,,0,0,846,932,496,,
325,mean_compactness:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,33,0.6,0.8997467757443004,1.0,1.0,3,0.9655172413793104,1.0,0.9472550494736843,True,0.7483314773547882,0.9333333333333333,0.8,30,0.8765638814997305,28,0.14663279963467257,0.5599544161822347,28,2,1.0,3,0.0,5,0,3,,q80-100,,,,q60-80,q60-80,,,,-1.0,-1.4013591087104962,-0.6608595983943532,-1.000000000000001,0,0,847,525,948,,
326,mean_compactness:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,3,,q20-40,,,,q20-40,q20-40,,,,-0.9705176647955979,,,,0,0,1121,776,682,,
327,mean_compactness:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,30,1.0,0.8911315245591279,0.9933273307566757,0.3333333333333333,27,0.5,0.9057006759492866,1.0,True,0.5570860145311556,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8722971323845661,0.34000600257665764,3,0,0.3333333333333333,29,0.0,27,2,3,,q20-40,,,,q40-60,q40-60,,,,-1.0,-1.0,-1.0,-1.0,0,0,612,688,947,,
328,mean_compactness:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,q20-40,,,,q00-20,q00-20,,,,-1.0,,,,0,0,1252,908,801,,
329,mean_compactness:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,38,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,38,0.9074872385841217,38,,,38,0,1.0,0,0.0,0,0,3,,q60-80,,,,q80-100,q80-100,,,,,-1.0,,,0,0,869,1006,566,,
330,mean_compactness:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,26,0.9,1.0,1.0,0.9375,9,0.9375,0.9984188882772308,0.9974714214555375,True,0.8375,0.9375,0.9187500000000001,16,0.697679261565439,15,0.5549838829718046,0.8031858546896167,16,1,0.9375,10,0.6237951349364392,10,1,3,,q60-80,,,,q60-80,q60-80,,,,-1.0,-1.1489650720934408,-1.1606014380572602,-1.1623926209968845,0,0,937,868,1264,,
331,mean_compactness:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,q40-60,,,,q20-40,q20-40,,,,-1.0,,,,0,0,1259,915,804,,
332,mean_compactness:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,3,,q40-60,,,,q40-60,q40-60,,,,-1.0,-1.0,-1.0,-1.0,0,0,1021,1084,1373,,
333,mean_compactness:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,24,0.7692307692307693,0.9394734757685966,0.9879676833205159,0.9090909090909091,10,0.8333333333333333,0.9977010277861846,0.9496189265086185,True,0.6783216783216783,0.7692307692307693,0.8391608391608392,13,0.5872200830116173,10,0.46186846076595905,0.6903539950011627,11,3,0.9090909090909091,11,0.22150013323472795,13,1,3,,q40-60,,,,q60-80,q60-80,,,,-1.0,-0.931826916221879,-0.6976767924355046,-0.9727492425096309,0,0,991,908,1274,,
334,mean_compactness:q40-60  mean_perimeter:q00-20  mean_radius:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q40-60,,,,q00-20,q00-20,,,,-1.0,,,,0,0,1651,1308,1194,,
335,mean_compactness:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,3,,q00-20,,,,q20-40,q20-40,,,,-0.9392512863560871,-1.0,,,0,0,605,721,604,,
336,mean_compactness:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,q00-20,,,,q40-60,q40-60,,,,-0.8617792389173626,,,,0,0,1482,1141,1022,,
337,mean_compactness:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,42,1.0,0.0,,,42,,,1.0,True,0.0,,,0,,0,0.9159161450596448,,0,0,,42,0.0,42,0,3,,q00-20,,,,q00-20,q00-20,,,,-1.0,,,,0,0,1003,662,541,,
338,mean_compactness:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,,q80-100,,,,-0.9060353176285587,,,0,0,1115,1249,802,,
339,mean_compactness:q00-20  mean_perimeter:q20-40  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,q20-40,,q00-20,,,-0.7328479178147748,,,,0,0,1675,1305,1210,,
340,mean_compactness:q00-20  mean_perimeter:q40-60  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,q40-60,,q00-20,,,-0.7581798728606511,,,,0,0,1681,1324,1214,,
341,mean_compactness:q00-20  mean_perimeter:q00-20  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,q00-20,,q00-20,,,-0.7853225592616175,,,,0,0,1681,1307,1212,,
342,mean_compactness:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,,,q80-100,,,-0.7423326971816645,,,0,0,1246,1380,939,,
343,mean_compactness:q80-100  mean_perimeter:q60-80  mean_symmetry:q80-100,20,0.0,0.0,,1.0,0,0.9743589743589743,1.0,0.975,True,0.0,0.95,,20,0.823533088192828,19,0.0,,19,1,1.0,0,0.0,1,0,3,,q80-100,,,,q60-80,,,q80-100,,-0.9032827445633712,-1.196834473353302,,,0,0,1409,1098,1114,,
344,mean_compactness:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,,,,q80-100,,-0.6183412526041687,,,0,0,1258,1391,963,,
345,mean_compactness:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,3,,q80-100,,,,,q80-100,q80-100,,,,-0.9308795272151135,,,0,0,1229,1362,934,,
346,mean_compactness:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,,q00-20,q00-20,,,-0.7328479178147748,,,,0,0,1700,1310,1278,,
347,mean_compactness:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,3,,q80-100,,,,,q80-100,,q80-100,,,-0.7267404337480688,,,0,0,1415,1548,1141,,
348,mean_compactness:q80-100  mean_radius:q80-100  mean_texture:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,q80-100,,,,,q80-100,,,q80-100,,-0.5945083931411415,,,0,0,1362,1495,1086,,
349,mean_compactness:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,41,1.0,1.0,1.0,0.9743589743589743,2,0.9870129870129869,0.99935103610448,1.0,True,0.8059606997693185,1.0,0.9871794871794872,38,0.8652360784405024,38,0.15811388300839305,0.9620517437879481,39,0,0.9743589743589743,3,0.0,2,1,3,,q80-100,,,,,,q80-100,q80-100,,-0.7616642750789999,-0.9321077637938174,-0.7650016682441434,-6.754934354896648,0,0,596,534,892,,
350,mean_compactness:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,28,1.0,1.0,,1.0,27,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8722971323845661,,1,0,1.0,27,0.0,27,0,3,,q00-20,,,,,,q00-20,q00-20,,-0.9623157646813031,-1.0127393670834062,-1.0,,0,0,952,714,1136,,
351,mean_compactness:q80-100  mean_smoothness:q80-100  mean_texture:q80-100,20,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.025000000000000022,,19,0,1.0,1,0.0,1,0,3,,q80-100,,,,,,q80-100,,q80-100,-1.0,-0.9129055048864535,-1.0,,0,0,1419,1181,1612,,
352,mean_compactness:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,25,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,24,0.8575264022774187,24,0.025000000000000022,,24,0,1.0,1,0.0,1,0,3,,q80-100,,,,,,,q80-100,q80-100,-0.8634729405042123,-0.8963265451055127,-1.0,,0,0,1112,875,1303,,
353,mean_concave_points:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,q80-100,,,,,,,-1.2238465588160254,,,0,0,1054,1184,773,,
354,mean_concave_points:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,q40-60,,,,,,,-0.9614567856136814,,,0,0,1359,1489,1076,,
355,mean_concave_points:q60-80  mean_concavity:q60-80  mean_fractal_dimension:q00-20,21,,0.0,,0.9523809523809523,0,0.975609756097561,0.9987951165516293,,True,0.0,1.0,,20,0.761840090063179,20,,,21,0,0.9523809523809523,1,0.0,0,1,3,,,q60-80,q60-80,q00-20,,,,,,,-0.955696149824032,,,0,0,1264,1583,1168,,
356,mean_concave_points:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q20-40,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,3,,,q00-20,q00-20,q20-40,,,,,,-0.8747205002906814,,,,0,0,1335,953,906,,
357,mean_concave_points:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,63,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,63,0.9431276476680218,63,,,63,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,q80-100,,,,,,-0.9284483695243549,,,0,0,698,901,483,,
358,mean_concave_points:q80-100  mean_concavity:q80-100  mean_perimeter:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,q60-80,,,,,,-0.8963265451055127,,,0,0,1278,1409,989,,
359,mean_concave_points:q60-80  mean_concavity:q60-80  mean_perimeter:q80-100,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,3,,,q60-80,q60-80,,q80-100,,,,,,-1.101490264407557,,,0,0,1428,1559,1137,,
360,mean_concave_points:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,29,0.6,0.8012336167697753,0.9868768915384578,0.875,3,0.8936170212765957,0.9734406850137826,0.9472550494736843,True,0.44293978391414907,0.9130434782608695,0.7375,23,0.6763886418113013,21,0.14663279963467257,0.48812310846154183,24,2,0.875,6,-0.05807802225634636,5,3,3,,,q60-80,q60-80,,q60-80,,,,,-0.7887333217214506,-0.892192514248074,-0.7970983219936365,-0.7743450794102799,0,0,770,684,1018,,
361,mean_concave_points:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,,q20-40,q20-40,,q20-40,,,,,-0.5633713231767281,,,,0,0,1695,1313,1261,,
362,mean_concave_points:q20-40  mean_concavity:q20-40  mean_perimeter:q40-60,20,1.0,0.0,,0.0,19,,0.975,1.0,True,0.0,,,0,0.0,0,0.823533088192828,,1,0,0.0,20,0.0,19,1,3,,,q20-40,q20-40,,q40-60,,,,,-0.6556657394699476,-1.0,,,0,0,1094,1179,1125,,
363,mean_concave_points:q00-20  mean_concavity:q00-20  mean_perimeter:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,,q00-20,q00-20,,q20-40,,,,,-0.7642199145658677,,,,0,0,1437,1056,1000,,
364,mean_concave_points:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,45,1.0,0.0,,,45,,,1.0,True,0.0,,,0,,0,0.9212948995931625,,0,0,,45,0.0,45,0,3,,,q00-20,q00-20,,q00-20,,,,,-0.8701114457554283,,,,0,0,1006,625,567,,
365,mean_concave_points:q80-100  mean_concavity:q80-100  mean_radius:q80-100,60,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,60,0.9403705077136653,60,,,60,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,q80-100,,,,,-0.925240719036947,,,0,0,873,1002,574,,
366,mean_concave_points:q80-100  mean_concavity:q80-100  mean_radius:q60-80,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,q60-80,,,,,-0.9030068131615488,,,0,0,1229,1358,928,,
367,mean_concave_points:q60-80  mean_concavity:q60-80  mean_radius:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,q60-80,q60-80,,,q80-100,,,,,-1.1934830219531678,,,0,0,1229,1436,1004,,
368,mean_concave_points:q60-80  mean_concavity:q60-80  mean_radius:q60-80,25,0.6,0.7957476742893554,0.9993410882351452,0.9,3,0.9,0.9876514728297041,0.9472550494736843,True,0.5,0.9,0.75,20,0.6830172859809209,18,0.14663279963467257,0.5006589117648548,20,2,0.9,5,0.12509154554592228,5,2,3,,,q60-80,q60-80,,,q60-80,,,,-0.7887333217214506,-0.8798448116138795,-0.8564558302662472,-0.7862956326537782,0,0,938,839,1182,,
369,mean_concave_points:q20-40  mean_concavity:q20-40  mean_radius:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,q20-40,q20-40,,,q20-40,,,,-0.5992826036744067,,,,0,0,1561,1253,1117,,
370,mean_concave_points:q20-40  mean_concavity:q20-40  mean_radius:q40-60,20,1.0,0.0,,0.0,19,,0.975,1.0,True,0.0,,,0,0.0,0,0.823533088192828,,1,0,0.0,20,0.0,19,1,3,,,q20-40,q20-40,,,q40-60,,,,-0.6768683593230235,-1.0,,,0,0,1082,1206,1107,,
371,mean_concave_points:q00-20  mean_concavity:q00-20  mean_radius:q20-40,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,,q00-20,q00-20,,,q20-40,,,,-0.7662194026423447,,,,0,0,1604,1313,1157,,
372,mean_concave_points:q00-20  mean_concavity:q00-20  mean_radius:q00-20,45,1.0,0.0,,,45,,,1.0,True,0.0,,,0,,0,0.9212948995931625,,0,0,,45,0.0,45,0,3,,,q00-20,q00-20,,,q00-20,,,,-0.8865630103875367,,,,0,0,1012,719,563,,
373,mean_concave_points:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,48,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,48,0.9260272146527198,48,,,48,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,q80-100,,,,-1.291365495889791,,,0,0,795,1026,588,,
374,mean_concave_points:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,q60-80,,,,-0.8854529365580734,,,0,0,946,1241,801,,
375,mean_concave_points:q00-20  mean_concavity:q00-20  mean_smoothness:q00-20,49,1.0,0.0,,,49,,,1.0,True,0.0,,,0,,0,0.9274807363356677,,0,0,,49,0.0,49,0,3,,,q00-20,q00-20,,,,q00-20,,,-0.9271267096354926,,,,0,0,1001,706,573,,
376,mean_concave_points:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,42,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,42,0.9159161450596448,42,,,42,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,q80-100,,,-1.2662305479098823,,,0,0,756,1060,697,,
377,mean_concave_points:q80-100  mean_concavity:q80-100  mean_symmetry:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,q60-80,,,-0.925768817255573,,,0,0,1181,1489,1177,,
378,mean_concave_points:q60-80  mean_concavity:q60-80  mean_symmetry:q60-80,22,0.75,0.857638142732274,1.0,0.8333333333333334,3,0.8823529411764706,0.9642149168784279,0.9936905367902901,True,0.5051814855409226,0.9375,0.7916666666666666,16,0.5858225086052238,15,0.1941204496832434,0.5311500435009298,18,1,0.8333333333333334,6,0.0,4,3,3,,,q60-80,q60-80,,,,,q60-80,,-0.8881128550939775,-0.8658707118110294,-0.6553113720271211,-0.8145267970429407,0,0,1060,1000,1329,,
379,mean_concave_points:q20-40  mean_concavity:q20-40  mean_symmetry:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,,q20-40,q20-40,,,,,q20-40,,-0.7099437557855048,,,,0,0,1396,1099,1022,,
380,mean_concave_points:q00-20  mean_concavity:q00-20  mean_symmetry:q00-20,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,3,,,q00-20,q00-20,,,,,q00-20,,-0.7614069487948444,,,,0,0,1182,883,882,,
381,mean_concave_points:q00-20  mean_concavity:q00-20  mean_symmetry:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,,q00-20,q00-20,,,,,q20-40,,-0.8383649390415431,,,,0,0,1449,1148,1147,,
382,mean_concave_points:q80-100  mean_concavity:q80-100  mean_texture:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,,q60-80,,-0.9353342747902813,,,0,0,1026,1301,1010,,
383,mean_concave_points:q80-100  mean_concavity:q80-100  mean_texture:q80-100,36,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,36,0.9026062440854072,36,,,36,0,1.0,0,0.0,0,0,3,,,q80-100,q80-100,,,,,,q80-100,,-0.8834635802472545,,,0,0,792,1072,779,,
384,mean_concave_points:q60-80  mean_concavity:q60-80  mean_texture:q60-80,25,1.0,1.0,,0.9166666666666666,1,0.9565217391304348,0.9897436587186352,1.0,True,0.5527707983925666,1.0,0.9583333333333333,22,0.7300271984423964,22,0.025000000000000022,,24,0,0.9166666666666666,3,0.0,1,2,3,,,q60-80,q60-80,,,,,,q60-80,-0.7257417704397059,-0.9239715078022073,-0.5225681446838845,,0,0,921,972,1167,,
